Date,Home,Away,Home Spread,Home Team Plus Minus
2021-11-12,CLE,DET,-5.0,20
2021-11-12,CHA,NYK,0.0,8
2021-11-11,LAC,MIA,-2.5,3
2021-11-11,UTA,IND,-9.0,-11
2021-11-11,PHI,TOR,-2.0,-6
2021-11-10,ORL,BKN,9.0,-33
2021-11-10,SAS,SAC,-1.5,19
2021-11-10,HOU,DET,-3.5,-8
2021-11-10,MEM,CHA,-4.0,-10
2021-11-10,NOP,OKC,-4.5,-8
2021-11-10,CHI,DAL,-3.0,10
2021-11-10,LAL,MIA,3.0,3
2021-11-10,PHX,POR,-6.0,10
2021-11-10,DEN,IND,3.0,3
2021-11-10,GSW,MIN,-8.0,13
2021-11-10,BOS,TOR,-2.0,16
2021-11-10,CLE,WAS,3.0,-3
2021-11-10,NYK,MIL,-1.5,-12
2021-11-09,LAC,POR,-3.5,8
2021-11-09,UTA,ATL,-7.5,12
2021-11-09,PHI,MIL,6.5,-9
2021-11-08,CHI,BKN,-1.5,23
2021-11-08,LAL,CHA,-2.5,3
2021-11-08,SAC,PHX,3.0,-5
2021-11-08,GSW,ATL,-3.5,14
2021-11-08,DEN,MIA,0.0,17
2021-11-08,DAL,NOP,-9.0,16
2021-11-08,PHI,NYK,4.5,-7
2021-11-08,MEM,MIN,-6.0,7
2021-11-07,TOR,BKN,4.0,-13
2021-11-07,LAC,CHA,-6.0,14
2021-11-07,GSW,HOU,-13.0,13
2021-11-07,OKC,SAS,5.5,5
2021-11-07,WAS,MIL,-3.0,7
2021-11-07,ORL,UTA,11.5,7
2021-11-07,NYK,CLE,-7.5,-17
2021-11-07,SAC,IND,-2.0,-3
2021-11-06,POR,LAL,-5.0,15
2021-11-06,DAL,BOS,-5.5,3
2021-11-06,DEN,HOU,-10.5,1
2021-11-06,PHX,ATL,-5.0,4
2021-11-06,CHI,PHI,-3.0,-9
2021-11-06,MIA,UTA,-3.5,3
2021-11-05,ORL,SAS,5.0,-13
2021-11-05,WAS,MEM,0.0,28
2021-11-05,MIL,NYK,-5.5,-15
2021-11-05,POR,IND,-4.5,4
2021-11-05,SAC,CHA,-3.0,30
2021-11-05,GSW,NOP,-3.0,41
2021-11-05,MIN,LAC,3.0,-20
2021-11-05,TOR,CLE,-6.0,-1
2021-11-05,DET,BKN,9.5,-6
2021-11-04,DET,PHI,5.5,-11
2021-11-04,ATL,UTA,0.0,-18
2021-11-04,MIA,BOS,-6.0,-17
2021-11-04,PHX,HOU,-10.5,12
2021-11-04,LAL,OKC,-13.0,-3
2021-11-03,SAC,NOP,-5.5,13
2021-11-03,GSW,CHA,-6.0,22
2021-11-03,SAS,DAL,1.0,-1
2021-11-03,MIN,LAC,0.0,-11
2021-11-03,MEM,DEN,1.0,2
2021-11-03,BKN,ATL,-4.5,9
2021-11-03,IND,NYK,0.0,13
2021-11-03,PHI,CHI,-2.5,5
2021-11-03,WAS,TOR,-3.0,-9
2021-11-03,ORL,BOS,6.5,-13
2021-11-03,CLE,POR,4.5,3
2021-11-02,DAL,MIA,2.0,-15
2021-11-02,DET,MIL,4.5,-28
2021-11-02,UTA,SAC,-10.0,6
2021-11-02,LAL,HOU,-11.0,2
2021-11-02,PHX,NOP,-11.5,12
2021-11-01,MIN,ORL,-9.0,-18
2021-11-01,CHA,CLE,-4.0,-3
2021-11-01,PHI,POR,6.5,10
2021-11-01,IND,SAS,-3.5,13
2021-11-01,NYK,TOR,-7.0,-9
2021-11-01,ATL,WAS,-6.0,7
2021-11-01,BOS,CHI,-2.0,-14
2021-11-01,MEM,DEN,-1.5,9
2021-11-01,LAC,OKC,-11.0,5
2021-10-31,DAL,SAC,-4.5,6
2021-10-31,MIL,UTA,1.0,-12
2021-10-31,BKN,DET,-12.5,26
2021-10-31,LAL,HOU,-12.0,10
2021-10-31,CHA,POR,1.0,12
2021-10-30,MIN,DEN,-2.5,-2
2021-10-30,CHI,UTA,4.5,8
2021-10-30,PHX,CLE,-9.5,9
2021-10-30,GSW,OKC,-12.5,21
2021-10-30,MEM,MIA,-2.0,-26
2021-10-30,MIL,SAS,-7.0,-9
2021-10-30,PHI,ATL,-3.0,28
2021-10-30,IND,TOR,-3.5,-3
2021-10-30,NOP,NYK,4.5,-6
2021-10-30,DET,ORL,-5.5,7
2021-10-30,WAS,BOS,-1.5,3
2021-10-29,DEN,DAL,-1.5,31
2021-10-29,NOP,SAC,1.0,-4
2021-10-29,LAL,CLE,-8.0,12
2021-10-29,POR,LAC,-4.0,19
2021-10-29,BKN,IND,-9.0,7
2021-10-29,MIA,CHA,-5.5,15
2021-10-29,TOR,ORL,-7.0,1
2021-10-28,GSW,MEM,-5.0,-3
2021-10-28,DAL,SAS,-6.0,5
2021-10-28,HOU,UTA,9.0,-31
2021-10-28,CHI,NYK,-4.0,-1
2021-10-28,WAS,ATL,2.5,11
2021-10-28,PHI,DET,-10.5,8
2021-10-27,MIL,MIN,-7.0,-5
2021-10-27,POR,MEM,-4.5,20
2021-10-27,OKC,LAL,9.0,8
2021-10-27,LAC,CLE,-7.5,-13
2021-10-27,TOR,IND,-1.5,18
2021-10-27,BOS,WAS,-4.5,-9
2021-10-27,NOP,ATL,5.5,-3
2021-10-27,PHX,SAC,-8.5,-3
2021-10-27,BKN,MIA,-5.0,-13
2021-10-27,ORL,CHA,6.5,-9
2021-10-26,NYK,PHI,-1.0,13
2021-10-26,UTA,DEN,-7.0,12
2021-10-26,SAS,LAL,-4.5,-4
2021-10-26,DAL,HOU,-11.0,10
2021-10-26,OKC,GSW,9.0,-8
2021-10-25,MIN,NOP,-5.5,-9
2021-10-25,LAC,POR,-3.0,30
2021-10-25,DEN,CLE,-10.5,-12
2021-10-25,BKN,WAS,-7.5,14
2021-10-25,IND,MIL,-10.5,-10
2021-10-25,CHA,BOS,1.0,-11
2021-10-25,MIA,ORL,-14.0,17
2021-10-25,TOR,CHI,2.5,-3
2021-10-25,ATL,DET,-10.5,18
2021-10-24,BKN,CHA,-8.5,-16
2021-10-24,NYK,ORL,-12.0,-6
2021-10-24,HOU,BOS,6.0,-10
2021-10-24,OKC,PHI,7.5,-12
2021-10-24,LAL,MEM,-6.0,3
2021-10-24,SAC,GSW,3.0,-12
2021-10-23,CLE,ATL,3.0,6
2021-10-23,IND,MIA,3.0,11
2021-10-23,TOR,DAL,3.5,-8
2021-10-23,MIN,NOP,-6.0,7
2021-10-23,CHI,DET,-9.0,15
2021-10-23,POR,PHX,-2.0,29
2021-10-23,LAC,MEM,-3.5,-6
2021-10-23,SAS,MIL,7.5,-10
2021-10-22,PHI,BKN,1.0,-5
2021-10-22,ORL,NYK,4.5,-25
2021-10-22,CLE,CHA,3.0,-11
2021-10-22,BOS,TOR,-8.0,-32
2021-10-22,WAS,IND,2.0,1
2021-10-22,HOU,OKC,-3.0,33
2021-10-22,CHI,NOP,-6.5,16
2021-10-22,DEN,SAS,-8.0,6
2021-10-22,LAL,PHX,-3.0,-10
2021-10-22,SAC,UTA,6.0,-9
2021-10-21,ATL,DAL,-2.5,26
2021-10-21,GSW,LAC,-2.5,2
2021-10-21,MIA,MIL,-1.5,42
2021-10-20,PHX,DEN,-6.5,-12
2021-10-20,POR,SAC,-5.5,-3
2021-10-20,SAS,ORL,-5.5,26
2021-10-20,MIN,HOU,-4.5,18
2021-10-20,NOP,PHI,1.5,-20
2021-10-20,MEM,CLE,-8.0,11
2021-10-20,NYK,BOS,-1.0,4
2021-10-20,TOR,WAS,-3.5,-15
2021-10-20,DET,CHI,2.5,-6
2021-10-20,CHA,IND,2.0,1
2021-10-20,UTA,OKC,-11.5,21
2021-10-19,LAL,GSW,-4.5,-7
2021-10-19,MIL,BKN,0.0,23
2021-07-20,MIL,PHX,-5.0,7
2021-07-17,PHX,MIL,-4.0,-4
2021-07-14,MIL,PHX,-3.5,6
2021-07-11,MIL,PHX,-3.5,20
2021-07-08,PHX,MIL,-5.5,10
2021-07-06,PHX,MIL,-5.5,13
2021-07-03,ATL,MIL,0.0,-11
2021-07-01,MIL,ATL,-4.0,11
2021-06-30,LAC,PHX,-1.0,-27
2021-06-29,ATL,MIL,6.0,22
2021-06-28,PHX,LAC,-6.0,-14
2021-06-27,ATL,MIL,5.0,-11
2021-06-26,LAC,PHX,-1.0,-4
2021-06-25,MIL,ATL,-7.5,34
2021-06-24,LAC,PHX,-1.0,14
2021-06-23,MIL,ATL,-7.5,-3
2021-06-22,PHX,LAC,-6.0,1
2021-06-20,PHI,ATL,-6.5,-7
2021-06-20,PHX,LAC,-4.0,6
2021-06-19,BKN,MIL,1.0,-4
2021-06-18,LAC,UTA,2.0,12
2021-06-18,ATL,PHI,-3.0,-5
2021-06-17,MIL,BKN,-3.5,15
2021-06-16,PHI,ATL,-6.5,-3
2021-06-16,UTA,LAC,-2.5,-8
2021-06-15,BKN,MIL,2.5,6
2021-06-14,LAC,UTA,-5.0,14
2021-06-14,ATL,PHI,3.0,3
2021-06-13,DEN,PHX,2.5,-7
2021-06-13,MIL,BKN,2.0,11
2021-06-12,LAC,UTA,-3.5,26
2021-06-11,DEN,PHX,-1.5,-14
2021-06-11,ATL,PHI,2.0,-16
2021-06-10,UTA,LAC,-3.0,6
2021-06-10,MIL,BKN,-3.5,3
2021-06-09,PHX,DEN,-6.0,25
2021-06-08,UTA,LAC,-3.5,3
2021-06-08,PHI,ATL,-5.0,16
2021-06-07,PHX,DEN,-5.5,17
2021-06-07,BKN,MIL,2.0,39
2021-06-06,LAC,DAL,-6.5,15
2021-06-06,PHI,ATL,-2.5,-4
2021-06-05,BKN,MIL,-4.0,8
2021-06-04,DAL,LAC,3.0,-7
2021-06-03,POR,DEN,-4.0,-11
2021-06-03,LAL,PHX,-3.0,-13
2021-06-02,PHI,WAS,-6.5,17
2021-06-02,UTA,MEM,-10.5,16
2021-06-02,LAC,DAL,-7.0,-5
2021-06-02,NYK,ATL,-1.5,-14
2021-06-01,BKN,BOS,-12.5,14
2021-06-01,DEN,POR,-1.5,7
2021-06-01,PHX,LAL,-4.0,30
2021-05-31,MEM,UTA,5.5,-7
2021-05-31,WAS,PHI,7.5,8
2021-05-30,DAL,LAC,3.0,-25
2021-05-30,BOS,BKN,6.5,-15
2021-05-30,LAL,PHX,-6.5,-8
2021-05-30,ATL,NYK,-5.0,17
2021-05-29,MEM,UTA,5.5,-10
2021-05-29,WAS,PHI,5.5,-29
2021-05-29,POR,DEN,-3.5,20
2021-05-29,MIA,MIL,4.5,-17
2021-05-28,DAL,LAC,1.5,-10
2021-05-28,BOS,BKN,6.5,6
2021-05-28,ATL,NYK,-4.5,11
2021-05-27,POR,DEN,-3.5,-5
2021-05-27,MIA,MIL,1.0,-29
2021-05-27,LAL,PHX,-6.5,14
2021-05-26,NYK,ATL,-2.5,9
2021-05-26,PHI,WAS,-8.0,25
2021-05-26,UTA,MEM,-7.5,12
2021-05-25,PHX,LAL,1.0,-7
2021-05-25,BKN,BOS,-9.0,22
2021-05-25,LAC,DAL,-6.0,-6
2021-05-24,DEN,POR,-1.0,19
2021-05-24,MIL,MIA,-4.5,34
2021-05-23,UTA,MEM,-8.5,-3
2021-05-23,PHX,LAL,-3.5,9
2021-05-23,PHI,WAS,-7.5,7
2021-05-23,NYK,ATL,-1.5,-2
2021-05-22,MIL,MIA,-6.0,2
2021-05-22,BKN,BOS,-8.0,11
2021-05-22,LAC,DAL,-6.5,-10
2021-05-22,DEN,POR,-2.0,-14
2021-05-21,GSW,MEM,-3.5,-5
2021-05-20,WAS,IND,-3.5,27
2021-05-19,LAL,GSW,-6.5,3
2021-05-19,MEM,SAS,-4.0,4
2021-05-18,BOS,WAS,-1.5,18
2021-05-18,IND,CHA,-3.5,27
2021-05-16,SAS,PHX,9.0,-2
2021-05-16,DET,MIA,6.0,-13
2021-05-16,BKN,CLE,-12.5,14
2021-05-16,SAC,UTA,11.0,-22
2021-05-16,ATL,HOU,-11.0,29
2021-05-16,MIN,DAL,7.5,15
2021-05-16,OKC,LAC,8.5,5
2021-05-16,GSW,MEM,-5.0,12
2021-05-16,PHI,ORL,-8.0,11
2021-05-16,POR,DEN,-8.5,16
2021-05-16,CHI,MIL,2.5,6
2021-05-16,WAS,CHA,-6.5,5
2021-05-16,NOP,LAL,11.0,-12
2021-05-16,NYK,BOS,-8.5,4
2021-05-16,TOR,IND,7.0,-12
2021-05-15,SAS,PHX,10.5,-37
2021-05-15,IND,LAL,7.0,-7
2021-05-15,MIN,BOS,-4.5,-16
2021-05-15,BKN,CHI,-11.5,14
2021-05-15,NYK,CHA,-6.0,9
2021-05-15,MIL,MIA,0.0,14
2021-05-14,HOU,LAC,12.0,7
2021-05-14,DET,DEN,9.5,-13
2021-05-14,WAS,CLE,-8.0,15
2021-05-14,PHI,ORL,-14.0,25
2021-05-14,OKC,UTA,13.5,-16
2021-05-14,MEM,SAC,-6.5,1
2021-05-14,GSW,NOP,-4.5,3
2021-05-14,DAL,TOR,-13.0,4
2021-05-13,MIA,PHI,-1.0,12
2021-05-13,CHA,LAC,8.0,-23
2021-05-13,IND,MIL,8.5,-9
2021-05-13,NYK,SAS,-4.5,4
2021-05-13,ATL,ORL,-12.5,23
2021-05-13,MEM,SAC,-7.5,6
2021-05-13,CHI,TOR,-10.0,12
2021-05-13,MIN,DEN,6.0,-11
2021-05-13,PHX,POR,-5.5,1
2021-05-12,LAL,HOU,-13.5,2
2021-05-12,DAL,NOP,-10.5,18
2021-05-12,UTA,POR,-3.0,-7
2021-05-12,CLE,BOS,10.0,8
2021-05-12,BKN,SAS,-5.0,12
2021-05-12,ATL,WAS,-6.5,4
2021-05-11,BOS,MIA,1.0,-8
2021-05-11,TOR,LAC,11.5,-19
2021-05-11,MEM,DAL,2.0,29
2021-05-11,CHA,DEN,5.5,-5
2021-05-11,CHI,BKN,5.5,-8
2021-05-11,DET,MIN,7.5,-19
2021-05-11,IND,PHI,6.5,9
2021-05-11,GSW,PHX,5.0,6
2021-05-11,SAC,OKC,-10.5,16
2021-05-11,LAL,NYK,-5.5,2
2021-05-11,MIL,ORL,-14.0,12
2021-05-10,POR,HOU,-14.0,11
2021-05-10,GSW,UTA,2.5,3
2021-05-10,SAS,MIL,7.5,21
2021-05-10,MEM,NOP,-9.5,5
2021-05-10,CLE,IND,6.5,-9
2021-05-10,ATL,WAS,-7.5,1
2021-05-09,CHA,NOP,-4.5,-2
2021-05-09,BOS,MIA,-2.0,-6
2021-05-09,LAC,NYK,-7.5,-6
2021-05-09,CLE,DAL,10.5,-27
2021-05-09,ORL,MIN,6.5,-32
2021-05-09,DET,CHI,8.5,-12
2021-05-09,LAL,PHX,5.5,13
2021-05-09,SAC,OKC,-9.5,28
2021-05-08,UTA,HOU,-14.5,8
2021-05-08,POR,SAS,-5.0,22
2021-05-08,GSW,OKC,-14.5,39
2021-05-08,DEN,BKN,3.0,-6
2021-05-08,TOR,MEM,5.0,-10
2021-05-08,PHI,DET,-10.5,14
2021-05-08,IND,WAS,3.5,-1
2021-05-07,DAL,CLE,-10.0,20
2021-05-07,PHI,NOP,-8.0,2
2021-05-07,MIL,HOU,-17.0,8
2021-05-07,CHA,ORL,-8.5,10
2021-05-07,MIA,MIN,-6.0,9
2021-05-07,CHI,BOS,2.5,22
2021-05-07,PHX,NYK,-6.0,23
2021-05-07,SAC,SAS,2.5,-9
2021-05-07,POR,LAL,-7.0,5
2021-05-07,UTA,DEN,-3.0,7
2021-05-06,LAC,LAL,-8.0,24
2021-05-06,GSW,OKC,-14.5,21
2021-05-06,IND,ATL,5.0,7
2021-05-06,DET,MEM,9.5,14
2021-05-06,TOR,WAS,1.5,-2
2021-05-06,DAL,BKN,4.0,4
2021-05-06,CHA,CHI,2.5,-21
2021-05-05,HOU,PHI,14.5,-20
2021-05-05,ORL,BOS,9.0,-36
2021-05-05,MIN,MEM,4.5,-4
2021-05-05,ATL,PHX,0.0,32
2021-05-05,CLE,POR,11.0,-36
2021-05-05,IND,SAC,-5.5,-11
2021-05-05,UTA,SAS,-7.5,32
2021-05-05,DEN,NYK,-3.0,16
2021-05-05,MIL,WAS,-6.5,1
2021-05-04,OKC,SAC,5.0,-4
2021-05-04,DET,CHA,6.5,-3
2021-05-04,MIL,BKN,-1.0,6
2021-05-04,CLE,PHX,12.5,-16
2021-05-04,NOP,GSW,-1.5,5
2021-05-04,MIA,DAL,-3.5,-14
2021-05-04,LAC,TOR,-9.5,5
2021-05-03,LAL,DEN,2.5,4
2021-05-03,UTA,SAS,-6.5,11
2021-05-03,MEM,NYK,-3.5,-14
2021-05-03,CHI,PHI,6.5,-12
2021-05-03,ATL,POR,-1.5,9
2021-05-03,NOP,GSW,-2.0,-15
2021-05-03,WAS,IND,-5.0,13
2021-05-03,DET,ORL,-2.0,-7
2021-05-02,CHA,MIA,5.0,-10
2021-05-02,BOS,POR,2.5,-10
2021-05-02,HOU,NYK,8.0,-25
2021-05-02,SAS,PHI,21.5,-2
2021-05-02,MIL,BKN,-1.0,3
2021-05-02,DAL,SAC,-7.0,-12
2021-05-02,LAL,TOR,-7.0,-7
2021-05-02,OKC,PHX,13.5,-3
2021-05-01,LAC,DEN,-4.0,-6
2021-05-01,DAL,WAS,-5.5,1
2021-05-01,ORL,MEM,10.5,1
2021-05-01,OKC,IND,6.5,-57
2021-05-01,ATL,CHI,-6.0,11
2021-05-01,CLE,MIA,10.0,-17
2021-05-01,MIN,NOP,4.0,-4
2021-05-01,HOU,GSW,7.5,-26
2021-05-01,CHA,DET,-7.0,13
2021-05-01,UTA,TOR,-7.0,4
2021-04-30,PHI,ATL,-9.0,22
2021-04-30,BKN,POR,0.0,-19
2021-04-30,BOS,SAS,-4.5,3
2021-04-30,MEM,ORL,-10.5,17
2021-04-30,CLE,WAS,6.5,-29
2021-04-30,CHI,MIL,4.5,-10
2021-04-30,LAL,SAC,-10.0,-4
2021-04-30,PHX,UTA,-4.5,21
2021-04-29,OKC,NOP,9.0,-14
2021-04-29,DEN,TOR,-4.0,10
2021-04-29,HOU,MIL,12.5,7
2021-04-29,MIN,GSW,5.5,12
2021-04-29,IND,BKN,9.5,-17
2021-04-29,DET,DAL,8.5,-10
2021-04-28,NYK,CHI,-4.5,19
2021-04-28,PHI,ATL,-7.5,44
2021-04-28,WAS,LAL,-3.0,9
2021-04-28,CLE,ORL,-3.0,-5
2021-04-28,BOS,CHA,-7.5,9
2021-04-28,SAC,UTA,7.5,-49
2021-04-28,MIA,SAS,-4.5,5
2021-04-28,DEN,NOP,-5.5,2
2021-04-28,MEM,POR,-2.5,-21
2021-04-28,PHX,LAC,-3.5,8
2021-04-27,BOS,OKC,-13.0,-4
2021-04-27,CHA,MIL,8.0,-10
2021-04-27,IND,POR,5.0,-21
2021-04-27,HOU,MIN,2.0,-7
2021-04-27,TOR,BKN,6.5,-13
2021-04-27,GSW,DAL,-1.5,-30
2021-04-26,SAC,DAL,5.5,7
2021-04-26,DEN,MEM,-4.5,24
2021-04-26,NOP,LAC,3.5,17
2021-04-26,MIN,UTA,9.5,1
2021-04-26,MIA,CHI,-5.0,-8
2021-04-26,TOR,CLE,-9.5,16
2021-04-26,NYK,PHX,2.5,-8
2021-04-26,PHI,OKC,-11.5,31
2021-04-26,DET,ATL,5.5,14
2021-04-26,WAS,SAS,2.0,-3
2021-04-26,ORL,LAL,10.0,-11
2021-04-25,WAS,CLE,-7.0,9
2021-04-25,CHA,BOS,8.5,21
2021-04-25,POR,MEM,-3.5,-7
2021-04-25,BKN,PHX,-2.5,9
2021-04-25,ATL,MIL,6.5,7
2021-04-25,GSW,SAC,-10.0,4
2021-04-25,ORL,IND,5.5,-19
2021-04-24,MIA,CHI,-5.0,5
2021-04-24,NYK,TOR,-3.5,17
2021-04-24,IND,DET,-5.5,6
2021-04-24,NOP,SAS,-1.5,-2
2021-04-24,MIL,PHI,-7.5,38
2021-04-24,DAL,LAL,-2.0,15
2021-04-24,UTA,MIN,-13.5,-5
2021-04-24,DEN,HOU,-13.5,13
2021-04-23,GSW,DEN,3.0,21
2021-04-23,POR,MEM,-2.5,-2
2021-04-23,HOU,LAC,11.5,-5
2021-04-23,OKC,WAS,9.0,-20
2021-04-23,CHA,CLE,-1.5,6
2021-04-23,ATL,MIA,5.0,15
2021-04-23,BKN,BOS,-4.5,5
2021-04-22,MIL,PHI,-6.0,7
2021-04-22,ORL,NOP,8.0,-35
2021-04-22,BOS,PHX,5.5,13
2021-04-22,CHI,CHA,-2.5,17
2021-04-22,SAS,DET,-8.0,15
2021-04-22,DAL,LAL,-2.0,5
2021-04-21,HOU,UTA,11.5,-23
2021-04-21,PHI,PHX,1.0,-3
2021-04-21,WAS,GSW,2.0,4
2021-04-21,IND,OKC,-10.5,6
2021-04-21,CLE,CHI,2.0,16
2021-04-21,TOR,BKN,-2.5,11
2021-04-21,NYK,ATL,0.0,10
2021-04-21,SAS,MIA,0.0,-20
2021-04-21,DAL,DET,-11.5,10
2021-04-21,LAC,MEM,3.0,12
2021-04-21,POR,DEN,1.5,-1
2021-04-21,SAC,MIN,-5.0,3
2021-04-20,NYK,CHA,-5.5,12
2021-04-20,ATL,ORL,-12.5,16
2021-04-20,NOP,BKN,-3.0,-5
2021-04-20,SAC,MIN,-4.0,-14
2021-04-20,POR,LAC,8.5,-1
2021-04-19,LAL,UTA,6.5,-14
2021-04-19,DEN,MEM,-5.0,2
2021-04-19,IND,SAS,2.5,-15
2021-04-19,MIL,PHX,-4.5,-1
2021-04-19,WAS,OKC,-11.0,12
2021-04-19,MIA,HOU,-9.5,22
2021-04-19,BOS,CHI,-6.0,-6
2021-04-19,PHI,GSW,-9.0,-11
2021-04-19,DET,CLE,1.5,4
2021-04-18,TOR,OKC,-11.5,6
2021-04-18,NYK,NOP,3.5,10
2021-04-18,MIA,BKN,5.5,2
2021-04-18,CHA,POR,5.0,8
2021-04-18,ATL,IND,-4.5,12
2021-04-18,ORL,HOU,0.0,-4
2021-04-18,LAC,MIN,-8.5,19
2021-04-18,DAL,SAC,-8.0,-14
2021-04-17,PHX,SAS,-9.5,-26
2021-04-17,MIL,MEM,-9.0,-13
2021-04-17,BOS,GSW,-3.5,5
2021-04-17,CHI,CLE,-2.0,10
2021-04-17,WAS,DET,-4.5,21
2021-04-17,LAL,UTA,-9.5,12
2021-04-16,TOR,ORL,-1.5,11
2021-04-16,PHI,LAC,-2.5,3
2021-04-16,DET,OKC,-7.5,6
2021-04-16,WAS,NOP,0.0,2
2021-04-16,BKN,CHA,-11.5,15
2021-04-16,UTA,IND,-10.5,8
2021-04-16,CHI,MEM,0.0,-11
2021-04-16,HOU,DEN,7.5,-29
2021-04-16,SAS,POR,-1.0,-1
2021-04-16,DAL,NYK,-4.5,-8
2021-04-16,MIN,MIA,7.0,8
2021-04-15,PHX,SAC,-12.0,8
2021-04-15,LAL,BOS,6.0,-8
2021-04-15,CLE,GSW,9.5,-18
2021-04-15,ATL,MIL,7.0,-11
2021-04-14,MIN,MIL,9.5,-25
2021-04-14,PHI,BKN,-6.5,6
2021-04-14,CHA,CLE,-5.0,-13
2021-04-14,TOR,SAS,4.0,5
2021-04-14,CHI,ORL,-9.5,-9
2021-04-14,NOP,NYK,-1.5,-10
2021-04-14,MEM,DAL,2.0,-1
2021-04-14,DET,LAC,9.5,-2
2021-04-14,OKC,GSW,10.0,-38
2021-04-14,HOU,IND,5.5,-8
2021-04-14,SAC,WAS,23.5,-12
2021-04-14,DEN,MIA,-2.5,17
2021-04-13,UTA,OKC,-17.0,10
2021-04-13,TOR,ATL,-3.0,-5
2021-04-13,IND,LAC,2.5,-11
2021-04-13,CHA,LAL,0.0,-8
2021-04-13,PHX,MIA,-3.0,20
2021-04-13,MIN,BKN,7.5,-30
2021-04-13,POR,BOS,-1.0,-1
2021-04-12,PHX,HOU,-12.5,6
2021-04-12,GSW,DEN,4.0,9
2021-04-12,NOP,SAC,-4.0,7
2021-04-12,MEM,CHI,-4.5,11
2021-04-12,UTA,WAS,-13.5,-4
2021-04-12,DAL,PHI,3.5,-18
2021-04-12,ORL,SAS,5.5,-23
2021-04-12,NYK,LAL,-3.5,15
2021-04-11,MIN,CHI,4.5,4
2021-04-11,NYK,TOR,-1.5,6
2021-04-11,CHA,ATL,-3.5,-4
2021-04-11,DEN,BOS,-7.0,-18
2021-04-11,ORL,MIL,9.0,-37
2021-04-11,CLE,NOP,5.5,-7
2021-04-11,DAL,SAS,-6.5,-2
2021-04-11,MEM,IND,-2.5,-7
2021-04-11,POR,MIA,-2.0,-9
2021-04-11,LAC,DET,-10.5,7
2021-04-10,CLE,TOR,-2.5,-20
2021-04-10,POR,DET,-12.0,15
2021-04-10,GSW,HOU,-8.5,16
2021-04-10,PHX,WAS,-11.0,28
2021-04-10,OKC,PHI,11.5,-24
2021-04-10,UTA,SAC,-12.0,16
2021-04-10,BKN,LAL,-12.0,-25
2021-04-09,ORL,IND,4.5,-5
2021-04-09,NYK,MEM,0.0,4
2021-04-09,NOP,PHI,7.5,7
2021-04-09,BOS,MIN,-9.0,9
2021-04-09,ATL,CHI,-4.0,12
2021-04-09,MIL,CHA,9.0,-8
2021-04-09,GSW,WAS,-6.0,-3
2021-04-09,LAC,HOU,-13.5,17
2021-04-09,DEN,SAS,-7.5,2
2021-04-08,TOR,CHI,4.0,-9
2021-04-08,SAC,DET,-4.5,-12
2021-04-08,UTA,POR,-7.5,19
2021-04-08,LAC,PHX,-4.5,10
2021-04-08,DAL,MIL,-1.0,15
2021-04-08,OKC,CLE,2.5,-27
2021-04-08,MIA,LAL,-8.0,6
2021-04-07,HOU,DAL,11.0,9
2021-04-07,IND,MIN,4.0,4
2021-04-07,ORL,WAS,3.5,-15
2021-04-07,BKN,NOP,-10.5,28
2021-04-07,BOS,NYK,-4.0,2
2021-04-07,OKC,CHA,5.5,-11
2021-04-07,DEN,SAS,-7.0,10
2021-04-07,PHX,UTA,3.5,4
2021-04-07,ATL,MEM,3.0,-18
2021-04-06,MIA,MEM,-4.0,-12
2021-04-06,IND,CHI,1.0,-16
2021-04-06,BOS,PHI,-1.5,-10
2021-04-06,TOR,LAL,-2.5,-9
2021-04-06,ATL,NOP,-3.5,16
2021-04-06,DEN,DET,-13.5,15
2021-04-06,LAC,POR,-6.0,17
2021-04-06,GSW,MIL,6.5,1
2021-04-05,HOU,PHX,12.0,-3
2021-04-05,SAS,CLE,-9.0,-24
2021-04-05,DAL,UTA,5.5,8
2021-04-05,MIN,SAC,3.0,10
2021-04-05,BKN,NYK,-5.5,2
2021-04-05,TOR,WAS,-5.0,2
2021-04-05,OKC,DET,2.0,-24
2021-04-04,LAC,LAL,-10.5,18
2021-04-04,PHI,MEM,-3.5,-16
2021-04-04,CHI,BKN,3.0,8
2021-04-04,BOS,CHA,-10.0,30
2021-04-04,ATL,GSW,-2.0,6
2021-04-04,HOU,NOP,5.0,-7
2021-04-04,DEN,ORL,-13.0,10
2021-04-03,POR,OKC,-11.5,48
2021-04-03,SAC,MIL,6.5,-1
2021-04-03,UTA,ORL,-16.0,46
2021-04-03,SAS,IND,-5.5,-6
2021-04-03,DET,NYK,2.5,-44
2021-04-03,PHI,MIN,-11.5,9
2021-04-03,MIA,CLE,-11.0,14
2021-04-03,WAS,DAL,6.5,-22
2021-04-02,MEM,MIN,-7.5,12
2021-04-02,TOR,GSW,-4.5,53
2021-04-02,BOS,HOU,-10.0,16
2021-04-02,NYK,DAL,5.5,-13
2021-04-02,IND,CHA,-4.0,-17
2021-04-02,UTA,CHI,-14.0,7
2021-04-02,NOP,ATL,1.5,-23
2021-04-02,PHX,OKC,-12.0,37
2021-04-02,POR,MIL,5.0,-18
2021-04-02,SAC,LAL,-4.0,-21
2021-04-01,LAC,DEN,-1.5,-7
2021-04-01,SAS,ATL,-1.0,-5
2021-04-01,NOP,ORL,-10.0,-5
2021-04-01,MIA,GSW,-2.5,7
