DATE,SEASON,HOME,AWAY,HOME_PRIOR_GAME_DATE,HOME TEAM GP,AWAY_PRIOR_GAME_DATE,AWAY TEAM GP,HOME SPREAD,HOME TEAM DAYS REST,HOME TEAM HOME PRIOR,HOME TEAM SOS,HOME TEAM SOS LAST 10,HOME TEAM WIN PCT,HOME TEAM WIN PCT LAST 10,HOME TEAM 3PT PCT,HOME TEAM 2PT PCT,HOME TEAM PP100P,HOME TEAM ORB PCT,HOME TEAM DRB PCT,HOME TEAM OPP 3PT PCT,HOME TEAM OPP 2PT PCT,HOME TEAM OPP PP100P,AWAY TEAM DAYS REST,AWAY TEAM HOME PRIOR,AWAY TEAM SOS,AWAY TEAM SOS LAST 10,AWAY TEAM WIN PCT,AWAY TEAM WIN PCT LAST 10,AWAY TEAM 3PT PCT,AWAY TEAM 2PT PCT,AWAY TEAM PP100P,AWAY TEAM ORB PCT,AWAY TEAM DRB PCT,AWAY TEAM OPP 3PT PCT,AWAY TEAM OPP 2PT PCT,AWAY TEAM OPP PP100P,HOME PLUS MINUS
2023-04-09,2022,OKC,MEM,2023-04-06,81.0,2023-04-07,81.0,-2.5,2,0,15.11111111111111,18.8,0.4814814814814814,0.4,0.3560304237595074,0.5285925300696349,111.3867758923347,0.2308075772681954,0.6666666666666666,0.3605209047292666,0.5528052805280528,110.61138439915672,1,0,16.74074074074074,18.4,0.6296296296296297,0.7,0.3530685920577617,0.5474514821923651,111.63803247823016,0.2496167603474706,0.6988282223884318,0.3555030384875084,0.5198237885462555,107.55304766942926,15
2023-04-09,2022,NYK,IND,2023-04-07,81.0,2023-04-07,81.0,-9.5,1,0,15.530864197530864,16.5,0.5802469135802469,0.6,0.3536332179930795,0.5473441108545035,114.17787788397152,0.264367816091954,0.7117768595041323,0.354631507775524,0.5375418460066954,110.79031964578152,1,1,15.65432098765432,14.8,0.419753086419753,0.2,0.3648197596795727,0.5410798122065728,110.16770259176734,0.2135821669258683,0.6724046610169492,0.3728184181210546,0.5513047324192835,114.57715573478828,-5
2023-04-09,2022,WAS,HOU,2023-04-07,81.0,2023-04-07,81.0,4.0,1,1,15.358024691358024,13.9,0.4320987654320987,0.3,0.3564162754303599,0.5596781403665624,111.01022940499968,0.2102351313969571,0.745822102425876,0.3667041619797525,0.5338688666956144,112.39990293618054,1,0,13.765432098765432,12.1,0.2592592592592592,0.3,0.3271747498075442,0.5294629267232007,106.91546440920472,0.2778629856850715,0.6819815195071869,0.3744423199490121,0.5672763718366324,116.08619544878374,-5
2023-04-09,2022,CLE,CHA,2023-04-06,81.0,2023-04-07,81.0,-6.5,2,0,16.320987654320987,16.9,0.6296296296296297,0.7,0.3683385579937304,0.5602118351370021,113.4636941088554,0.2226007950028393,0.6975020587427944,0.3707592891760904,0.5235431235431235,107.3394495412844,1,1,15.333333333333334,18.5,0.3209876543209876,0.4,0.3318164580963216,0.5267305644302449,105.844270496145,0.223644578313253,0.6900763358778625,0.3581981981981982,0.5506958250497018,111.88194485272504,-11
2023-04-09,2022,DAL,SAS,2023-04-07,81.0,2023-04-08,81.0,-4.0,1,1,15.567901234567902,15.4,0.4691358024691358,0.2,0.3714113025083106,0.5750286368843069,113.3525338562412,0.1731200897867564,0.7094956325725557,0.3510555121188428,0.5623438564615035,113.0424123559696,0,1,14.839506172839506,13.8,0.2592592592592592,0.2,0.3443504996156802,0.529158993247391,106.32896652110628,0.237584227601697,0.6539933656545037,0.3922247882986913,0.5710980227177114,117.03625483984511,-21
2023-04-08,2022,UTA,DEN,2023-04-06,80.0,2023-04-06,80.0,9.5,1,1,15.1625,12.2,0.45,0.2,0.3542423241994057,0.5603385731559855,111.78085461924088,0.250132485426603,0.701473248901525,0.3614457831325301,0.5397690128568315,112.88585786073224,1,0,15.5375,12.1,0.65,0.5,0.3810865191146881,0.5743960261910138,114.43381672323356,0.2360502483201869,0.7270965956269029,0.3459931636916065,0.5591076356945722,111.0097960692502,4
2023-04-08,2022,LAC,POR,2023-04-05,80.0,2023-04-06,80.0,-17.0,2,1,15.4875,16.2,0.525,0.5,0.3825177437429959,0.5366435903556935,111.39940973930152,0.2159154145798553,0.7269503546099291,0.3641813413263394,0.5401276789785682,111.16716913800528,1,0,16.175,15.1,0.4125,0.2,0.3655343241330502,0.5509897268854923,111.47561125445388,0.2122733612273361,0.6938662225922843,0.375996961640714,0.5569591180523656,114.60315511632189,11
2023-04-08,2022,SAS,MIN,2023-04-06,80.0,2023-04-04,80.0,15.5,1,1,14.8125,13.6,0.2625,0.3,0.3431791682860474,0.5287284795685543,106.16337363609554,0.237758707723372,0.6525554981930821,0.3894324853228962,0.5713373083475298,116.73697344186324,3,0,14.45,14.3,0.5,0.5,0.3619909502262443,0.5678670360110804,110.0512698223441,0.2048260381593715,0.7212121212121212,0.3700522778192681,0.531717263253285,110.1880504641752,-20
2023-04-07,2022,SAC,GSW,2023-04-05,80.0,2023-04-04,80.0,11.0,1,0,16.9375,18.4,0.6,0.5,0.3713901947615849,0.5875706214689266,116.16995810891682,0.21233455364686,0.735718247365502,0.3733183856502242,0.5633707865168539,113.21636026109348,2,1,15.8625,15.3,0.525,0.6,0.38205499276411,0.5629649309245484,112.42659706981436,0.2235449735449735,0.6975006441638752,0.3660682858148539,0.5381635907951697,111.04290857581304,-22
2023-04-07,2022,LAL,PHX,2023-04-05,80.0,2023-04-06,80.0,-13.0,1,0,14.875,19.0,0.5125,0.7,0.3427533306419055,0.5559153713298791,110.6003308910423,0.2165535956580732,0.7406347554630593,0.3455479452054794,0.5475617756396238,110.89073634204276,0,1,14.725,13.5,0.5625,0.7,0.3760092272202999,0.5213787085514834,111.62505367768848,0.2478386167146974,0.6824894514767933,0.3561697158427404,0.5302358160168107,109.23246689553704,14
2023-04-07,2022,CHA,HOU,2023-04-04,80.0,2023-04-04,80.0,5.5,2,1,15.1625,16.1,0.325,0.4,0.3320493066255778,0.5266781411359724,105.95181297709924,0.224707676664972,0.6896729332989956,0.3583877995642701,0.5512446736936533,111.97380172670437,2,1,13.6,11.5,0.25,0.2,0.3271245634458672,0.5296843963804899,106.94444444444444,0.2776196636481242,0.6814757079760977,0.3752018082014853,0.5676977687626775,116.33627019089576,-3
2023-04-07,2022,DAL,CHI,2023-04-05,80.0,2023-04-05,80.0,-2.0,1,1,15.525,15.4,0.475,0.3,0.3721573448063921,0.5744064852345108,113.3904194589228,0.1736407628807287,0.7077274023381808,0.3510091017016225,0.5616658996778647,113.03214596003474,1,0,14.7,12.5,0.475,0.5,0.3629661751951431,0.5543548735681867,111.01850716999633,0.1911639762107052,0.7371007371007371,0.3584969532836831,0.5503740648379052,109.2890187484782,-3
2023-04-07,2022,NOP,NYK,2023-04-05,80.0,2023-04-05,80.0,-8.0,1,1,15.2875,16.5,0.5125,0.8,0.3662670525010335,0.5398519163763066,110.89312745988497,0.2334064728469555,0.7177814029363785,0.3392484342379958,0.5675941886234918,109.16474724208996,1,0,15.55,17.6,0.5875,0.7,0.3540569020021075,0.5474912485414236,114.29099648733592,0.2660137638962414,0.7132391418105704,0.3546075085324232,0.5364318566932946,110.72239612103355,8
2023-04-07,2022,MIL,MEM,2023-04-05,80.0,2023-04-05,80.0,9.0,1,1,16.3,17.6,0.725,0.8,0.3673596028544834,0.558046836073742,112.22228875980598,0.2349855756622082,0.7614238828578642,0.3524229074889868,0.5118343195266272,108.05023923444976,1,0,16.9375,19.7,0.625,0.7,0.3511730205278592,0.5463561880120742,111.35592211040316,0.2493546721734641,0.6975572903550743,0.3542739443872296,0.5201405152224824,107.52112340830656,-23
2023-04-07,2022,ATL,PHI,2023-04-05,80.0,2023-04-06,80.0,-11.5,1,1,16.125,18.1,0.5125,0.6,0.3538840937114673,0.5456381260096931,113.08762917388448,0.2354788069073783,0.7071218991731129,0.3529191616766467,0.5636163175303197,112.7435744172146,0,1,15.55,12.3,0.65,0.4,0.3853491033956505,0.5519031141868512,114.69632591852036,0.2012266355140187,0.7303530751708428,0.348314606741573,0.551923076923077,109.68980248900996,-5
2023-04-07,2022,BKN,ORL,2023-04-05,80.0,2023-04-06,80.0,-9.5,1,0,15.2,16.6,0.55,0.5,0.3807934742306266,0.5602336334874666,112.75276020344872,0.1880931837791199,0.7102366538249862,0.3684824902723735,0.5176705934652145,110.22456097411737,0,1,14.8,14.0,0.425,0.6,0.3483373884833738,0.5405100428797112,108.52600279143152,0.2209717265989569,0.7172732210755024,0.352241847826087,0.5664422837197707,110.6568811791108,17
2023-04-07,2022,BOS,TOR,2023-04-05,80.0,2023-04-05,80.0,2.0,1,1,16.275,17.0,0.6875,0.7,0.3756629345904537,0.564889606892838,114.81797150858397,0.2064257028112449,0.7411458333333333,0.3468251021165986,0.533584571048548,108.11465971759289,1,0,15.85,16.7,0.5,0.6,0.3356752537080406,0.5245832454104241,111.14392960433204,0.2589127686472819,0.6553122465531225,0.3749037721324095,0.5650212979203207,110.6940905983968,19
2023-04-07,2022,WAS,MIA,2023-04-05,80.0,2023-04-06,80.0,3.5,1,0,15.4,13.3,0.425,0.2,0.358303606817281,0.5588966764639385,111.06205543291637,0.2095238095238095,0.7466484268125855,0.3675572519083969,0.5336992316136114,112.53687315634218,0,0,14.8,15.6,0.5375,0.6,0.3429916696848967,0.5384045443319339,109.67458774844818,0.2104262829215313,0.6870292887029289,0.3690851735015772,0.5686429512516469,110.0332142633327,6
2023-04-07,2022,IND,DET,2023-04-05,80.0,2023-04-05,80.0,-6.5,1,1,15.475,12.0,0.425,0.2,0.3649241146711636,0.5406368821292775,110.2019002375297,0.2135744234800838,0.6718498659517427,0.3722764838467318,0.5516468742997983,114.57057057057057,1,1,14.4125,14.2,0.2,0.0,0.3514450867052023,0.5164759725400457,107.05248501725286,0.2347207586933614,0.6697173620457604,0.3620366903781355,0.5682597758975532,115.170616400994,-7
2023-04-06,2022,PHI,MIA,2023-04-04,79.0,2023-04-04,79.0,-2.5,1,1,15.60759493670886,13.5,0.6582278481012658,0.5,0.3868471953578336,0.5501747378931603,114.80427496363752,0.202539120165338,0.7302044342067376,0.346636259977195,0.5509608367793725,109.3859649122807,1,0,14.936708860759492,17.2,0.5316455696202531,0.6,0.3412931667891256,0.53725,109.366670897322,0.2099341383095499,0.68556119571348,0.3702520411785587,0.5669773635153129,110.0849930229608,-28
2023-04-06,2022,ORL,CLE,2023-04-04,79.0,2023-04-04,80.0,-5.5,1,1,14.924050632911392,14.5,0.430379746835443,0.6,0.3485784919653893,0.541372236152268,108.76459741856178,0.2215418870025048,0.7173076923076923,0.3506538196834136,0.5665236051502146,110.55992141453832,1,0,16.2375,17.3,0.625,0.7,0.3667462211614956,0.5602143023526671,113.39933160981144,0.2227011494252873,0.6964732018883644,0.3713582273286828,0.5242581252943948,107.56766940903096,-24
2023-04-06,2022,SAS,POR,2023-04-04,79.0,2023-04-04,79.0,-5.5,1,0,14.670886075949369,11.7,0.2531645569620253,0.2,0.3439716312056737,0.5288421052631579,106.09340429348802,0.2367409684857801,0.6526508226691042,0.3897902651365255,0.5708729472774416,116.78207984584814,1,0,16.025316455696203,12.5,0.4177215189873418,0.2,0.3656182987848463,0.550089217435636,111.44886009717206,0.2127118644067796,0.6947723440134908,0.3772132409545804,0.5575531169740836,114.65221993897504,2
2023-04-06,2022,UTA,OKC,2023-04-04,79.0,2023-04-04,80.0,7.0,1,1,15.113924050632912,10.6,0.4556962025316455,0.3,0.3562374916611074,0.5586578496203771,111.98791540785496,0.2510718113612004,0.7021779060614012,0.3619153674832962,0.5406656380868415,112.94074881861144,1,0,15.025,17.6,0.475,0.4,0.3564064801178203,0.529336462556006,111.42180094786728,0.2298937784522003,0.6681392931392931,0.3626602009005888,0.551073985680191,110.80023710729104,-16
2023-04-06,2022,PHX,DEN,2023-04-04,79.0,2023-04-04,79.0,-13.5,1,1,14.873417721518988,15.8,0.5569620253164557,0.7,0.3746588693957115,0.5210306099977978,111.45729890764648,0.2484784334480021,0.6826538768984812,0.3562450903377848,0.5292446128344779,109.1270087485264,1,0,15.620253164556962,14.2,0.6582278481012658,0.6,0.3813972380178717,0.5740444037537193,114.39100562148656,0.2361111111111111,0.7269166200335758,0.3442433577204467,0.5591173054587689,110.83406059094877,4
2023-04-05,2022,IND,NYK,2023-04-02,79.0,2023-04-02,79.0,5.0,2,0,15.569620253164556,11.3,0.430379746835443,0.3,0.3635434412265758,0.5408335340881715,110.09505474672122,0.2133015368309486,0.6732753938077132,0.3719418960244648,0.5506917668405534,114.37610269513902,2,1,15.443037974683543,17.0,0.5822784810126582,0.7,0.3534451981435201,0.5464429212952021,114.08767328587486,0.2640750670241287,0.7138314785373608,0.353103448275862,0.5365733922434953,110.6189735614308,-9
2023-04-05,2022,DET,BKN,2023-04-04,79.0,2023-04-04,79.0,11.0,0,1,14.468354430379748,15.4,0.2025316455696202,0.0,0.3502142578885859,0.5166898470097357,106.98842408280764,0.2350119904076738,0.670386499727817,0.3614916286149163,0.5674364896073903,115.03925417075564,0,1,15.0126582278481,14.2,0.5443037974683544,0.4,0.3805576488319517,0.559272011805214,112.58868587932444,0.1871362048894063,0.7108266072919566,0.3674272226593233,0.5178933153274814,110.19751099003156,-15
2023-04-05,2022,BOS,TOR,2023-04-04,79.0,2023-04-04,79.0,1.5,0,0,16.253164556962027,16.7,0.6835443037974683,0.7,0.3766388557806913,0.5653835653835654,115.0659598076686,0.2062975027144408,0.7417480855558489,0.3488721804511278,0.5334530758868433,108.25361785626686,0,0,16.025316455696203,18.3,0.5063291139240507,0.7,0.3376828786081455,0.5243485689876122,111.32145970855647,0.2590978985135828,0.6546900713110257,0.376171875,0.5654822335025381,110.89432941028386,4
2023-04-05,2022,ATL,WAS,2023-04-04,79.0,2023-04-04,79.0,-12.5,0,0,16.0126582278481,17.0,0.5063291139240507,0.6,0.3528922180607574,0.5455287872601061,112.94402420574887,0.2348585030415234,0.7067567567567568,0.3543872919818457,0.5632132468113672,112.82703488372093,0,1,15.417721518987342,12.4,0.430379746835443,0.2,0.3599198396793587,0.5584117512049576,111.12492231199502,0.2090315251349048,0.7493067110371603,0.3667953667953668,0.5334370139968896,112.38166417538616,18
2023-04-05,2022,MIL,CHI,2023-04-04,79.0,2023-04-04,79.0,-5.5,0,0,16.265822784810126,18.0,0.7215189873417721,0.7,0.3670129052565313,0.5592237903225806,112.26220768205502,0.2348404255319149,0.7603474706182933,0.3526570048309179,0.5119607005553183,108.22489862615748,0,1,14.873417721518988,13.5,0.4810126582278481,0.6,0.363396392432908,0.5549486563251038,111.23379442962596,0.1923076923076923,0.7375553097345132,0.3579779917469051,0.5514631685166499,109.29473360024636,13
2023-04-05,2022,NOP,MEM,2023-04-04,79.0,2023-04-04,79.0,-6.5,0,1,15.40506329113924,18.7,0.5063291139240507,0.7,0.3634453781512605,0.5406119304424389,110.77130926062392,0.2340366463076068,0.7185430463576159,0.339323467230444,0.5677435512146256,109.09090909090908,0,1,16.962025316455698,19.7,0.6329113924050633,0.8,0.3514115898959881,0.5461706783369803,111.31369234484426,0.2489528795811518,0.6984937452131733,0.3517745302713987,0.5207296849087893,107.35444947209652,7
2023-04-05,2022,DAL,SAC,2023-04-02,79.0,2023-04-04,79.0,-6.0,2,0,15.632911392405065,17.5,0.4683544303797468,0.3,0.3710280373831776,0.5749486652977412,113.2839009677014,0.1738754325259515,0.7107629823034523,0.3514056224899598,0.5627776478840308,112.992645672261,0,0,16.89873417721519,18.8,0.6075949367088608,0.6,0.3719823189391363,0.5892053973013494,116.17085731596488,0.2096820395302205,0.7382966723068246,0.3719604863221885,0.563677639046538,113.11147481360248,4
2023-04-05,2022,LAC,LAL,2023-04-01,79.0,2023-04-04,79.0,2.0,3,0,15.481012658227847,15.9,0.5189873417721519,0.5,0.3816736084816357,0.5360849625874969,111.26471137679803,0.2168776371308017,0.7266703478741027,0.3636363636363636,0.5399907535829865,111.15128093249392,0,0,14.89873417721519,20.6,0.5189873417721519,0.7,0.3419117647058823,0.5559930008748907,110.57795859758286,0.2164240593243614,0.7402631578947368,0.3443134535367545,0.547161475590899,110.75443342350466,7
2023-04-04,2022,DET,MIA,2023-04-02,78.0,2023-04-01,78.0,14.0,1,0,14.512820512820513,16.8,0.2051282051282051,0.1,0.3497439936983064,0.5162801592878894,106.94014128144752,0.2357373519913886,0.6696011004126547,0.3614969135802469,0.5667288847410172,114.93111579992552,2,1,14.743589743589745,16.8,0.5256410256410257,0.5,0.3410275502606105,0.5361476238624874,109.18550873586844,0.2108183079056865,0.6852010265183918,0.3700250986016493,0.5671159029649596,110.07254285164024,-13
2023-04-04,2022,BKN,MIN,2023-04-02,78.0,2023-04-02,79.0,3.0,1,1,14.974358974358974,14.2,0.5512820512820513,0.4,0.3806796487208858,0.5604587384692097,112.70900883717974,0.1878877400295421,0.7103409411101719,0.3677521842732327,0.5175718849840255,110.1961521589271,1,1,14.50632911392405,13.5,0.4936708860759494,0.4,0.3622526636225266,0.5682509950831187,110.04825090470447,0.2053977272727272,0.7197434467373117,0.3700340522133938,0.5324615737554484,110.27339515837647,-5
2023-04-04,2022,GSW,OKC,2023-04-02,79.0,2023-04-02,79.0,-7.5,1,0,15.810126582278482,14.5,0.5189873417721519,0.5,0.3814553990610329,0.5629709364908504,112.19746561768062,0.2213290460878885,0.697286012526096,0.3663225347098611,0.5381238447319778,110.97560975609755,1,1,15.063291139240508,18.3,0.4810126582278481,0.4,0.3565573770491803,0.5291828793774319,111.35913591359136,0.229449423815621,0.6701763622005791,0.3616197183098592,0.5509415741187832,110.5509542671948,11
2023-04-04,2022,PHI,BOS,2023-04-02,78.0,2023-03-31,78.0,-4.5,1,0,15.782051282051285,16.0,0.6538461538461539,0.5,0.3869327073552425,0.549911549153399,114.80841808993796,0.2031063321385902,0.7324561403508771,0.3468677494199536,0.5515375153751537,109.40907938118184,3,1,16.41025641025641,19.2,0.6923076923076923,0.7,0.3772274237390516,0.566215095382914,115.15529499812898,0.2057284494629578,0.7442420996250669,0.3485366780691752,0.5330306469920545,108.1845238095238,2
2023-04-04,2022,HOU,DEN,2023-04-02,79.0,2023-04-02,78.0,11.5,1,1,13.734177215189874,13.3,0.240506329113924,0.2,0.326394344069128,0.5302690582959642,106.82735837513763,0.2763779527559055,0.68051538259269,0.3760209081999346,0.5674287182121757,116.54480109059362,1,1,15.448717948717947,13.3,0.6666666666666666,0.6,0.382522671063479,0.5738767948124132,114.57858769931664,0.2354703415218693,0.7267573696145124,0.3437256430241621,0.5602267359470949,110.76573161485976,21
2023-04-04,2022,MEM,POR,2023-04-02,78.0,2023-04-02,78.0,-18.5,1,0,16.846153846153847,20.0,0.6282051282051282,0.8,0.350983358547655,0.5455749282719047,111.2333455567779,0.2498013245033112,0.6978249611600207,0.3520480225988701,0.5208833413346136,107.34090631488948,1,0,16.166666666666668,12.8,0.4230769230769231,0.2,0.3661103047895501,0.5506721820062047,111.4867848356778,0.212338593974175,0.6954039394804453,0.3772549019607843,0.5570216776625825,114.61184334994007,10
2023-04-04,2022,CHA,TOR,2023-04-02,79.0,2023-04-02,78.0,15.5,1,1,15.139240506329116,14.9,0.3291139240506329,0.4,0.3313840155945419,0.5267275097783573,105.99167320340312,0.2255330079630105,0.688558769872296,0.3572216097023153,0.5519981834695731,111.85011145249716,1,0,15.884615384615383,16.0,0.5,0.7,0.3361378205128205,0.5247460557596715,111.18396166939856,0.2595954356846473,0.6544444444444445,0.3760379596678529,0.5659989727786338,110.99783356696828,-20
2023-04-04,2022,ORL,CLE,2023-04-02,78.0,2023-04-02,79.0,3.5,1,1,15.038461538461538,16.7,0.4358974358974359,0.6,0.3477537437603993,0.5415413098819718,108.67807153965784,0.220625528317836,0.7162312395775431,0.3492173913043478,0.5672978505629478,110.43867279731576,1,1,16.151898734177216,17.7,0.620253164556962,0.7,0.3652839307289569,0.5608490566037736,113.30992658793488,0.2239674229203025,0.6976678842371453,0.3707539353769677,0.5241626794258373,107.4643947100712,-4
2023-04-04,2022,PHX,SAS,2023-04-02,78.0,2023-04-02,78.0,-19.0,1,0,14.705128205128204,13.1,0.5512820512820513,0.6,0.3755924170616114,0.5201783723522854,111.41277023629964,0.2475221001875167,0.6814494321254733,0.3567438148443735,0.5303139228372873,109.31708236476724,1,0,14.743589743589745,12.2,0.2564102564102564,0.2,0.344275420336269,0.5297872340425532,106.23978696362646,0.2377858627858627,0.6544780074191839,0.3909382518043304,0.570647419072616,116.80380325470836,21
2023-04-04,2022,WAS,MIL,2023-04-02,78.0,2023-04-02,78.0,14.0,1,0,15.602564102564102,15.3,0.4358974358974359,0.3,0.3585899513776337,0.5591598599766627,111.04530275344968,0.2093894009216589,0.7488776655443322,0.3638147566718995,0.533363289148506,112.21022045354051,1,1,16.153846153846153,16.5,0.717948717948718,0.7,0.3645933014354067,0.5594691168963757,112.09385172900927,0.2342657342657342,0.7572314049586777,0.3513513513513513,0.5119305856832972,108.10843964671248,-12
2023-04-04,2022,CHI,ATL,2023-04-02,78.0,2023-04-02,78.0,-6.0,1,1,14.871794871794872,13.6,0.4871794871794871,0.7,0.3652988403211418,0.554547466253596,111.32608832213076,0.1932479627473806,0.7381218557853549,0.3579861111111111,0.5499231950844854,109.1850742543367,1,1,15.974358974358974,16.5,0.5,0.5,0.3528421052631579,0.5442148760330578,112.88305957342486,0.2353726956986374,0.7028945931185144,0.3559127439724455,0.5629109045567898,112.93684855916617,-18
2023-04-04,2022,NOP,SAC,2023-04-01,78.0,2023-04-02,78.0,-4.5,2,1,15.512820512820513,19.7,0.5128205128205128,0.7,0.3635593220338983,0.5416387586514847,110.88862632920838,0.2345991561181434,0.7197541212629226,0.3383404864091559,0.5674442190669371,108.92234942757592,1,1,16.91025641025641,18.1,0.6025641025641025,0.6,0.3715074163504657,0.5891727801669618,116.09026244787836,0.2092280905397562,0.7386461011139674,0.3721286370597244,0.5650771711587191,113.25641340370689,-18
